name ,sarcasm,body,humor,insult
TrainSen,1,actors kiss each other for like 7 seasons and don't fall in love but when someone holds the door for me i think about it for like 4 months #sarcasm,1,0
TrainSen,1,actually if u get in a argument just contact me ill do the arguing for u im the best at fights #sarcasm,1,0
TrainSen,1,Actually love arguments hahahahah #sarcasm,1,0
TrainSen,1,Actually love missing the bus #sarcasm,1,0
TrainSen,1,Actually using the cord that came with my phone... #hate #teamiphone #not #sarcasm,0,0
TrainSen,1,"Actual voice mail : "" This is your mother. I just texted you but I don't know how to make the facey-things so... happy face at the end. "" #sarcasm",1,0
TrainSen,1,@AdamAbabneh_10 @Taema_ u know me so well it's sad #not #sarcasm,1,0
TrainSen,1,@_adamari_ I get all excited to wake up and then nada #sarcasm,1,0
TrainSen,1,@adamkatlas But like in PONR it would be like the cloaked phantom walking up to the microphone #not cool #sarcasm,0,0
TrainSen,1,@Adam_Klug @JasonLaCanfora why would they go on hiatus if he didn't do anything wrong? I don't get it! #sarcastic #sarcasm,0,0
TrainSen,1,@adamlambert great to hear Adam @bbc5live love his Queen performance great to hear is solo work #sarcasm,0,0
TrainSen,1,@adamshollyn Good luck this weekend! You suck bc I'm currently in physics and you aren't 😩 #sarcasm,0,0
TrainSen,1,"Adding "" and shit "" to the end of any sentence makes it sound cooler and shit. #sarcasm",1,0
TrainSen,1,Adding to the fun I'm completely covered in hives now 😒 #sarcasm,0,0
TrainSen,1,add me on snapchat for really awkward snaps yay? #sarcasm,1,0
TrainSen,1,"Adele : "" Are you breaking up with me? Hold on, let me grab a pen. "" #sarcasm",1,0
TrainSen,1,"Adele gets her heart broken and writes a #1 album. I get my heart broken and write a textl "" I have your sunglasses. "" #sarcasm",1,0
TrainSen,1,"@adelegraham_pa nah don't think they'll help mate but thanks, nah I've just fucked up ha story of my life X #sarcasm",1,0
TrainSen,1,adele holy I've been waiting for this for 4 years i love u #sarcasm,0,0
TrainSen,1,"Adele's 25 album makes me wanna cry for the rest of my life, it's so beautiful I CANT LIVE LIKE THIS SO MANY FEELS I'M DONE. #sarcasm",0,0
TrainSen,1,@Adele should you tour in US or need on in the UK I would love a chance to work for you as a nanny and assistant. Excellent references Cheers #sarcasm,1,0
TrainSen,1,@Adele WHEN WE WERE YOUNG IS SO GOOD AND LOVE IN THE DARK IM @IN LOVE #sarcasm,0,0
TrainSen,1,"A dick has a sad life : His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy, & his owner beats him. #sarcasm",1,0
TrainSen,1,"Admit it, at least once in our life we have all tried to balance the light switch between the on and off position. #sarcasm",1,0
TrainSen,1,"Admit it. Sometimes, no matter how much you tell your heart you are over someone, your heart knows the truth. #sarcasm",0,0
TrainSen,1,"Admit it, you care about someone who probably doesn't care about you. #sarcasm",0,0
TrainSen,1,Admit it... you've sat in class imagining how you would save the school if a gunman shows up. #sarcasm,1,0
TrainSen,1,Admit it you've wore an outfit on Sunday then wore it again on Monday for college. #sarcasm,1,0
TrainSen,1,"@ADockendorf dock, you always know how to make my day better. #not #sarcasm",1,1
TrainSen,1,"adult : "" do you know what college you want to go to yet? "" me : [sweats nervously ] MONSTERS UNIVERSITY #sarcasm",1,0
TrainSen,1,adult halloween costumes are literally just kid-sized costumes that are marketed as sexy #annoying #notcoolguys #halloweenprobs #sarcasm,1,0
TrainSen,1,"Adulthood is a constant question of "" can I go to sleep yet? "" #sarcasm",1,0
TrainSen,1,"Adulthood is like the vet, and we're all the dogs that were excited for the car ride until we realized where we're going. #sarcasm",1,0
TrainSen,1,Advance and vanquish by 3 inches of blood is a fun listen. #sarcasm,0,0
TrainSen,1,Aesthetic : being a dumb nerd But at least I'm cute while doing it #sarcasm,1,0
TrainSen,1,@aestrusz I killed a spider & it's dead carcass is underneath a plastic cup in my bathroom. It's literally been there for 2 weeks. #notalone #sarcasm,1,0
TrainSen,1,A fantastic afternoon at Mudeford Junior School. Working with the Year 3 class in the PE lesson and then the After School Club #afcbcst #sarcasm,0,0
TrainSen,1,A fantastic evening celebrating the class of 2015. Great to welcome PNE star Paul Gallagher too. #sarcasm,0,0
TrainSen,1,A fat person doesn't eat what's right but eats what's left. #sarcasm,1,1
TrainSen,1,"A female mantis kills the male after sex. That used to seem cruel, but now that I'm married with kids I think the male mantis gets off easy. #sarcasm",1,0
TrainSen,1,"A few weeks ago I mentioned toilet paper in a tweet and got toilet paper in the mail. So, here goes : dragons. #sarcasm",1,0
TrainSen,1,A fine is a tax for doing wrong. A tax is a fine for doing well. #sarcasm,1,0
TrainSen,1,A fire alarm right now.. perfect #sarcasm,1,0
TrainSen,1,"@AFP What will he ask the Pope? Perhaps ""Is it okay to let my people starve so I can stay in power?"" #sarcasm",0,1
TrainSen,1,A friend of mine said onions are the only food that could make you cry. That was before I hit him in the face with a coconut. #sarcasm,1,0
TrainSen,1,A friend who understands your tears is much more valuable than a lot of friends who only know your smile. #sarcasm,0,0
TrainSen,1,"Afrikaans on Monday, History on Tuesday, Physics on Wednesday and Math on Thursday.. Great week hey #Not #sarcasm",0,0
TrainSen,1,"After 11, please stop counting in months how old your kid is. #sarcasm",1,0
TrainSen,1,After 11 pm my upstairs neighbors let their elephants out and engage them in a game of soccer with bowling balls #sarcasm,1,0
TrainSen,1,"After 16 years, it's only now that I've discovered that I have dimples. Thanks Bio homework. #sarcasm",1,0
TrainSen,1,After 3 lots of laser treatment on a partially detached retina I was thrilled to receive this offer by e mail #NOT #sarcasm,0,0
TrainSen,1,After 3 lots of laser treatment on my left eye I was thrilled to receive this offer #NOT #sarcasm,0,0
TrainSen,1,After a 8am meeting now to domestic abuse training for 7 hours 😕😕😕.. Omg I so love my job at times #not. #sarcasm,0,0
TrainSen,1,After a busy number of days battling a nasty cold my body finally gave out. But after a day on the couch I feel pretty great this evening #sarcasm,0,0
TrainSen,1,"After all these years, I'm still waiting for the second Incredibles movie. #sarcasm",0,0
TrainSen,1,"After all the things he's done and been accused of he finally gets suspended for one half by Jimbo Fisher, good job FS #not #sarcasm",0,0
TrainSen,1,After a long stressful weekend I love having a busy day of classes and activities. #not #😫 #sarcasm,1,0
TrainSen,1,"After an argument, I always think of awesome things I could have said. #sarcasm",1,0
TrainSen,1,"After announcing our weight at birth, parents shouldn't stop. If they announced it at every birthday we'd all be little skinnier #sarcasm",1,0
TrainSen,1,"& after awhile, i started thinking'damn, she's watering those plants like crazy ' so I go to check nope it's been raining lol #sarcasm",1,0
TrainSen,1,"After committing a crime, always carry a fire extinguisher. No one gets stopped while running with a fire extinguisher. #sarcasm",1,0
TrainSen,1,after enough curling it around my finger I think I've almost straightened Marth's sword out completely #sarcasm,0,0
TrainSen,1,"After finally watching the footage of Kevin Ware's injury, I have decided to never jump for any reason ever again. #sarcasm",1,0
TrainSen,1,After four hours of reading and researching.. My presentation is written! Now just present it tmr with fucking up #yayschool #not 😒 #sarcasm,1,0
TrainSen,1,"AFTER GETTING 2ND HIGHEST FOR THE 1ST TWO LAB PRACTICALS, I FINALLY GOT THE TOP SCORE FOR THE LAST ONE & I DIDN'T EVEN STUDY! 58/60 YAY 🔬 #sarcasm",0,0
TrainSen,1,"After having my day ruined my mom told me to NOT do homework today, to sit and watch a movie to just relax.. Gotta love my mom ❣ #sarcasm",0,0
TrainSen,1,"After hours of sleep the hangover is gone #not sleeping tonight #many ragrets #i hate hashtags, but can't find the will to stop #sarcasm",1,0
TrainSen,1,After I start to love you I don't mind letting you win arguments... but when I mean business U BETTER ACT LIKE U FUCKING KNOW! 😒 #sarcasm,0,1
TrainSen,1,"After mating, a female Praying Mantis kills & eat's the male. Guess she knows it's easier to claim life insurance rather than child support. #sarcasm",1,0
TrainSen,1,"After my Facebook argument with you, I delete everything I wrote so you look like a crazy stalker. #sarcasm",1,1
TrainSen,1,"After opening this month's electric bill, I am no longer afraid of the dark. #sarcasm",1,0
TrainSen,1,After playing in the rain brushing your hair is not even a thing #knotsonknots #sarcasm,0,0
TrainSen,1,after practice selfies are always the best 😁 #not 😂 #sarcasm,0,0
TrainSen,1,After roughly 5 months I'm finally cleaning my room 😅 #sarcasm,1,0
TrainSen,1,After school or work.. Do you ever just wanna sleep for like 2 days 😴 #sarcasm,0,0
TrainSen,1,"After spending 10 hours on internet I asked to myself "" Is my internet connection worse than my life or vice versa? "" #sarcasm",1,0
TrainSen,1,"After summer everybody gonna be like "" I Missed You "" i'm gonna be like You ain't Hit me up all Summer Swerve Bitch. #sarcasm",1,1
TrainSen,1,After the 4th wrong turning.. Back on the M1. Class travelling like #Not #sarcasm,0,0
TrainSen,1,"After the impressive display of stupidity I saw on I -40 this morning, I can't wait for the next phase of construction to begin. #sarcastic #sarcasm",0,0
TrainSen,1,After thomas being born not breathing and spending nights in the nicu watching and hoping I must admit this hit #sarcasm,0,0
TrainSen,1,After today I have 2 more shifts and then I don't have to set my alarm for a week #cantwait #sarcasm,0,0
TrainSen,1,After working 9 hours in the rain everyday sometimes all I wanna do is cuddle and have my hair played withhhh #sarcasm,0,0
TrainSen,1,"A fun game to play is "" guess who your boyfriend or girlfriend has slept with based on their body language in old Facebook pictures. "" #sarcasm",1,0
TrainSen,1,"a fun thing to do : say "" no thanks, i'm a vegetarian "" when people hand you their newborn babies #sarcasm",1,0
TrainSen,1,@agenao well its not really fun until its really messy #sarcasm,0,0
TrainSen,1,"A gf's logic is like Terms & Conditions you come across before d/l -ing software. You never really bother to understand, you just accept it #sarcasm",1,0
TrainSen,1,Agh i only got 5 hours of sleep last night. & fee night is tonight so im gonna look a mess. Great way to start off the school year. #sarcasm,1,0
TrainSen,1,@agincourtgirl Just the tonic needed to sway those undecided voters #not #sarcasm,0,0
TrainSen,1,"A girl on Facebook legitimently just posted "" I'm the most popular person at our school, not trying to be selfish! "" ok goodbye I hate you all #sarcasm",1,1
TrainSen,1,"A girl posted on FB : "" Sum 1 Cum 2 ma house nd sav me frm boredom "" A guy replied : "" sending an English teacher immediately "" #sarcasm",1,1
TrainSen,1,A girl's group message with her best friends holds more secrets than the United States government #sarcasm,1,0
TrainSen,1,"A girl's "" whatever "" usually means "" fuck you "". #sarcasm",1,1
TrainSen,1,"a girl tweeted "" you might be ghetto if u bring food from outside into the movies "" no u might be stupid if u pay 4. 99 for a bag of skittles #sarcasm",1,1
TrainSen,1,@AGoldFan please know that I'm the type that laughs at my team and myself during these discussions. #not that fan/guy #sarcasm,0,0
TrainSen,1,"A Good Friend : Calls you in jail. A Great Friend : Bails you out of jail. YOUR BEST FRIEND : Sits next to you while saying "" wasn't that fun? "" #sarcasm",1,0
TrainSen,1,"A Good Friend : Calls you in jail. A Great Friend : Will visit you in jail. YOUR BEST FRIEND : *BLOWS UP WALL* "" GET IN THE VAN NOW! "" #sarcasm",1,0
TrainSen,1,A good laugh and a long sleep are the two best cures for anything. #sarcasm,0,0
TrainSen,1,"A good life is when you smile often, dream big, laugh a lot, and realize how blessed you are for what you have. #sarcasm",0,0
TrainSen,1,"A good man can make you feel sexy, strong and able to take on the world... Ohh sorry that's vodka... vodka does that. #sarcasm",1,0
TrainSen,1,A good neighbor is one that does not put a password on their wifi. #sarcasm,1,0
TrainSen,1,A Great Start to the School Year! - #sarcasm,0,0
TrainSen,1,A great way to make friends is to spam the entire student body about your dumb survey... #not #sarcasm,1,0
TrainSen,1,A green text bubble is the same as sending a message in a bottle in the ocean bc how do u know if it was delivered or lost out there #sarcasm,1,0
TrainSen,1,A group of your least favorite people is called a facebook. #sarcasm,1,0
TrainSen,1,A grown 60 year old woman having a tantrum at work. Cute... #not #sarcasm,1,1
TrainSen,1,A Guy Cheated On Three Different Girls Who Found Out -- John Tucker Must Die : Real Life Edition #not #sarcasm,1,0
TrainSen,1,ahaha today is the first day... in a while.. I did my homework and studied wow #sarcasm,1,0
TrainSen,1,Ahah hey guys look this fag can't defend his he need his side to help 😂 #sarcasm,0,1
TrainSen,1,A haiku about finals I am really fucked Where did this semester goFuck fuck fuck fuck fuck #sarcasm,1,0
TrainSen,1,A haiku about Mario Kart : Are You kidding me Who the fuck threw that red shell I will fuck you up #sarcasm,1,0
TrainSen,1,Ahh don't you just love when Microsoft tells you that you're spelling your own name wrong #sarcasm,1,0
TrainSen,1,"@ahhhlexx Arguing with his date. Like, keep your opinions and all but question her beliefs on a first date? Maybe not the best thing to do #sarcasm",1,0
TrainSen,1,Ahhh this is such a great Monday 😄 😄 #not #sarcasm,1,0
TrainSen,1,Ahh it makes me feel really special and loved when you don't text me back!. #sarcasm,1,0
TrainSen,1,"Ahh yes, I would love a £6. 5 million donation, let me just give you my bank details... #not #sarcasm",1,0
TrainSen,1,Ah lucky today is the only day i actually didnt straight my hair so i can actually walk in the rain 😊 #sarcasm,0,0
TrainSen,1,@AHMalcolm @EdMorrissey Sometimes it feels like they're playing a game of chess. Meanwhile Obama is doing a great job at doing nothing. #sarcasm,0,1
TrainSen,1,Ah my daily wait an hour for the Magazine bus ordeal! Squee! #NOT @NewOrleansRTA #sarcasm,0,0
TrainSen,1,"Ah only 2 full years to wait until I can start college, not long at all! #sarcasm",0,0
TrainSen,1,a hoodie and underwear is all you really need to wear tbh #sarcasm,0,0
TrainSen,1,"@AHotMetss I HATED it when it started it was too "" cheery "" and "" happy "" for me personally but once it got dark it got REALLY good #sarcasm",0,0
TrainSen,1,A house is not a home until you can find all light switches in the dark. #sarcasm,1,0
TrainSen,1,ah the elephants are awake upstairs. fantastic #sarcasm,1,1
TrainSen,1,"Ah Wednesday's, an evening of washing clothes and watching house of cards. A thrilling life I lead! #sarcasm",1,0
TrainSen,1,"Ah, yeah, I really don't want to get caught up in anything troublesome. #sarcasm",0,0
TrainSen,1,Ah yes a refreshing half hour nap before my class as my entire night of sleep for the second time this school week. My favorite. #sarcasm,0,0
TrainSen,1,Ah yes love being wide awake at 4:30 in the morning when i have to be up at 6:30 for class #sarcasm,1,0
TrainSen,1,@aigoofany i'm so impressed #not #sarcasm,0,0
TrainSen,1,Ain't Gonna Lie Yeah It Be Some Night Where I Really Do Miss You #sarcasm,0,0
TrainSen,1,aint have sex since june #not rushin lol #sarcasm,0,0
TrainSen,1,"ain't it fun, living in the real world. #sarcasm",0,0
TrainSen,1,"ain't nobody got time for that "" is this generations "" whatchu talkin bout willis #sarcasm",0,0
TrainSen,1,Ain't no friendship like a friendship where you're either confused as siblings or gay lovers #sarcasm,1,0
TrainSen,1,Ain't nothing like a little payback. 😈 😂 #sarcasm,0,0
TrainSen,1,"Ain't nothing like a white boy party, hella faded and we act retarded #sarcasm",0,0
TrainSen,1,! Ain't nothing like Freedom! #sarcasm,0,0
TrainSen,1,ain't nothing like having somebody come to they senses & realize who really down for ya #sarcasm,0,0
TrainSen,1,Ain't nothing like sleeping with a snake 😒 😊 #sarcasm,1,1
TrainSen,1,Ain't nothing like that D 'usse #sarcasm,0,0
TrainSen,1,ain't text him ina long time #sarcasm,0,0
TrainSen,1,"Airport security didn't want to feel my head today or perform a "" skirt check. "" So, yay for less awkward! #sarcasm",1,0
TrainSen,1,"A jealous girlfriend is a faithful girlfriend. If she doesnt get jealous when someone has your attention, it's because someone has hers. #sarcasm",0,0
TrainSen,1,@AlanaColeman19 your captain skills came in handy today #not 😄 😄 😂 😂 #sarcasm,0,0
TrainSen,1,@AlanCarr compensated for your time. My partner is organising it but doesn't think he could get you to come which is why I (part 3) #sarcasm,0,0
TrainSen,1,@AlanCarr ha ha we used to call it bag a minger. All that lesbian food first thing. #sarcasm,0,0
TrainSen,1,Alarm clock off. Thank you #sarcasm,0,0
TrainSen,1,"Alarm clocks should come with sounds like "" tiny doll feet scampering into the closet "" because I AM NOT HITTING SNOOZE WHEN I HEAR THAT. #sarcasm",1,0
TrainSen,1,"Alarm didn't go off for rehab, I feel like absolute crap, and I have a test today. #todayisgonnarock #not #sarcasm",0,0
TrainSen,1,"@Alaysha_Ronding your lucky, most of my teachers said I would always have homework. Yay! #sarcasm",0,0
TrainSen,1,"@albaaelenaa lmao probably worse! We use to play games, go get tons of food, and tell stories the entire time! Lol #PoorFleming #Not #sarcasm",0,0
TrainSen,1,Alcohol is never the answer... But it does make you forget the question. #sarcasm,1,0
TrainSen,1,@aledohs_band thank you for being my alarm clock in the mornings #sarcasm,0,0
TrainSen,1,@alejandraclem1 bruh you wish #not interested 😘 #sarcasm,0,0
TrainSen,1,@alessiacara @taylorswift13 this looks like an awkward m &g photo 😩 😂 but yay I'm excited! #sarcasm,0,0
TrainSen,1,@AlexandruWorld you Didnt sent me a pic on my birthday 😢nooo... #not #friends #sarcasm,0,0
TrainSen,1,@AlexBaugh8765 you don't be bothered either who cares #sorry #not sorry 😘 #sarcasm,0,0
TrainSen,1,@_alexshepherd_ please stalk me #sarcasm,0,0
TrainSen,1,@alfano_alex I'll have to look for her name she was one of the best algebra teachers I've had #sarcasm,0,0
TrainSen,1,Algebra 1 and Algebra 2: There will be a test on Friday November 20 and then... Thanksgiving Break! #sarcasm,0,0
TrainSen,1,Algebra teacher is the best #sarcasm,0,0
TrainSen,1,"@alishaaaamariee I was supposed to cut it this Saturday but something came up. #riplonglocks "" "" something came up "" #likelystory #yeahright #sarcasm",0,0
TrainSen,1,@alison_deluca don't get pulled over without that license u left in brom #sarcasm,0,0
TrainSen,1,A little nervous to start school? 5 classes in one day should be fun #sarcasm,0,0
TrainSen,1,@alixwright_ al literally think I'll drown - even in the shallow end haha #notgoodvolunteers #sarcasm,0,0
TrainSen,1,all 10 floors of our dorm evacuated for a legit fire alarm... this is going to be a long night 😐 not to mention it's raining #sarcasm,0,0
TrainSen,1,all adults do is ask me about my plans for college like don't you want to know what my favorite color is #sarcasm,1,0
TrainSen,1,"All day I've been feeling tired, stressed, and sick... A hilly 7 mile run was exactly what I needed #not #sarcasm",1,0
TrainSen,1,All day long I think about sex and all night Iong I think about sex and all the time I think about sex ~ #bestlyricsever #yeahright #sarcasm,0,0
TrainSen,1,Allergies are weird as heck. You can snap a humans leg in half and they can recover but if you eat this peanut u dead #sarcasm,1,0
TrainSen,1,Allergy attacks 😕 love em #sarcasm,1,0
TrainSen,1,"ALL GUYS ARE THE SAME "" Nobody told you to try them all, bitch. #sarcasm",1,1
TrainSen,1,All holiday used up for this year. No more days off. #yeahright #sarcasm,0,0
TrainSen,1,"All I asked, was if the building had an elevator. You should have seen the stairs I got. #sarcasm",0,0
TrainSen,1,All I ask for in life is another season of Gossip Girl #sarcasm,0,0
TrainSen,1,"All I can say in french is Hi, bye, see you later, and chocolate. That'll get me far in France. #not #sarcasm",1,0
TrainSen,1,All I did this weekend was play call of duty and I still suck ): #sarcasm,1,0
TrainSen,1,All I do at night is stay up losing sleep over you. ☺️ #sarcasm,0,0
TrainSen,1,All I do at school is wait for it to be over. #sarcasm,1,0
TrainSen,1,all i do at school is watch all the girls pretend to be friends with each other. #sarcasm,1,1
TrainSen,1,all i do is stay up all night losing sleep over you #sarcasm,0,0
TrainSen,1,"All I do is stay up at night losing sleep over you, all I do is drive myself crazy thinking about my baby #sarcasm",0,0
TrainSen,1,All I DO I $ TALK THAT $HIT HOPING $OMEING TRY $ TO PULL $OME WEIRD $HIT 😂 #sarcasm,0,0
TrainSen,1,"@alliehauser : "" Let's test out Skype. "" *two and a half hours later* Me : "" Well, that was a great test run. "" #sarcasm",0,0
TrainSen,1,All I have done is get dressed for work and Owen is already #kicking away. #thisisgoingtobefun #not #PregnancyProblems #pregnancy #sarcasm,0,0
TrainSen,1,"All ima say is WOMAN up, && get ur dollars Up #Not dat baby 1st check eitha #sarcasm",0,0
TrainSen,1,"All I'm saying is, you've never seen me crying and eating tacos at the same time #sarcasm",1,0
TrainSen,1,"All I need in life is a tan that doesn't fade away or come off in the shower, a boob job and a $10000 MAC voucher. #sarcasm",1,0
TrainSen,1,All I need is a real bitch she don't never fag off and she don't never switch #sarcasm,0,1
TrainSen,1,"All I need right now is a hug, and five hundred thousand dollars in cash. #sarcasm",1,0
TrainSen,1,all i really want to know this year is the secret to clear skin. #sarcasm,0,0
TrainSen,1,Allison obrien and I were the last people to give blood so we just hung out with all the nurses and they did a fun dance for us it was swell #sarcasm,0,0
TrainSen,1,@AllisonZentz #yeahright i'm not retarded #sarcasm,0,0
TrainSen,1,"all i want in life is to lose weight and gain money yet instead, here i am, gaining weight and losing money #sarcasm",1,0
TrainSen,1,all i want is a cute penthouse apartment in new york #sarcasm,0,0
TrainSen,1,All I want is to settle down with an extremely wealthy dog #sarcasm,1,0
TrainSen,1,All my classes start at 1 and I don't have class on Fridays next semester 😍 #sarcasm,0,0
TrainSen,1,@ all my competitors for h. i. this weekend : so sorry I'm going to suck so badly #sarcasm,1,1
TrainSen,1,All my coworkers are making fun of me cause my eyes blood shot #sarcasm,0,1
TrainSen,1,"All my friends are either in a relationship or about to be in a relationship. I'm just sitting here re-watching "" The Notebook "". #sarcasm",1,0
TrainSen,1,All my mathmatic proofs are done using the Guess and Hope method. #sarcasm,1,0
TrainSen,1,"All my plans have been canceled Thanks flu, really #sarcasm",0,0
TrainSen,1,All nighter studying for my physics exam what a charm #not #sarcasm,0,0
TrainSen,1,"all of my plans for the future start out with "" when i get rich "" #sarcasm",1,0
TrainSen,1,All of the classes I need for next semester are full. Yay #sarcasm,0,0
TrainSen,1,All of this awesome BBCF stuff going on. Not exactly the best time to find out my untouched math homework is due in an hour lol #sarcasm,0,0
TrainSen,1,all of this is temporary all of this is temporary all of this is temporary all of this is temporary all of this is temporary #sarcasm,0,0
TrainSen,1,"All of your boyfriends probably have cute nicknames for you, but mine is "" stupid "" #somuchlove #NOT #sarcasm",1,1
TrainSen,1,"all of your selfies look the same "" it's almost like im the same person in all of my selfies #sarcasm",1,0
TrainSen,1,All our life our parents told us not to write on walls. Facebook teaches us differently. #sarcasm,1,0
TrainSen,1,all school has taught me is how to look extremely busy whilst doing nothing at all #sarcasm,1,0
TrainSen,1,All that matters in a relationship is that you like the same pizza toppings #sarcasm,1,0
TrainSen,1,All the Buckeye haters get to enjoy themselves 2day. They will have another 4 years to wait before they get to again. #BuckeyeNation #sarcasm,0,0
TrainSen,1,All the kids in my school were nerds. I was the only one sitting at the cool kids table everyday. #sarcasm,0,0
TrainSen,1,All the other networks apart from understand their viewers. An article about it. #sarcasm,0,0
TrainSen,1,"all these fag boys need to cut their hair "" 100% agree Rebecca #sarcasm",0,1
TrainSen,1,All these quote/pictures about your emotions are so inspirational #not #cringe #sarcasm,0,0
TrainSen,1,All the songs of Made In The AM are actually my favorite! Still fixing my emotions though! 😭 😭 😭 😂 😂 😂 #sarcasm,0,0
TrainSen,1,All this AND the Europa League draw today! Ahhh yeahhh! #Couldn'tCareLess #ShitTournament #sarcasm,0,0
TrainSen,1,"All this makeup is hiding how certain girls really look. Smokey eyes, thick ass eyebrows. Gotta take these bitches swimming on the first date #sarcasm",0,1
TrainSen,1,All this tragedy makes it seem ridiculous to be excited for my birthday tomorrow. The whole world is hurting #sarcasm,0,0
TrainSen,1,All you hear is a heard of elephants running towards the fight from upstairs and downstairs #sarcasm,0,0
TrainSen,1,All you really need in life is good food and wifi. #sarcasm,0,0
TrainSen,1,"All your other complaints about "" freedom of speech "" are not really about "" freedom of speech "". This. This is #sarcasm",0,0
TrainSen,1,Almost burnt the kitchen down - fun :) #sarcasm,0,0
TrainSen,1,@almostcaro [high five ] sleeping is the best part of not going to school #sarcasm,1,0
TrainSen,1,almost did a full high school swim practice and I am beat! #exhausted #sarcasm,0,0
TrainSen,1,Almost every college student will come home for break and be ready to go back to school soon as our parents start tripping 😂 #sarcasm,0,0
TrainSen,1,Almost getting run over on the way to the diff eq exam =great omen #sarcasm,0,0
TrainSen,1,Almost got ran over today while crossing the street with the walk sign. I love people. #sarcasm,1,0
TrainSen,1,Almost passed out at the lab and had to lay down in their tiny room and drink juice. Yay fasted bloodwork! #sarcasm,0,0
TrainSen,1,Almost passed out. That was fun... #not #sarcasm,0,0
TrainSen,1,Almost set the fire alarm off in Wilson and it's raining outside... Everyone would've killed me 😭 #sarcasm,0,0
TrainSen,1,Almost the end of the school year 😄 yay! #sarcasm,0,0
TrainSen,1,Almost too pretty to eat #not #laduree #natural #sarcasm,0,0
TrainSen,1,"A load of books just fell on my head, Ive only got my shelf to blame #sarcasm",1,0
TrainSen,1,A locker door to the face really feels amazing! #not #sarcasm,1,0
TrainSen,1,A lot of attractive people are like nice cars with the check engine light on. #sarcasm,0,0
TrainSen,1,A lot of people are going to get rich(er) at this tiny Wall Street firm https://t.co/QIez0mX7vu https://t.co/bCytjhcBiy #sarcasm,0,0
TrainSen,1,A lot of people believe Yoga is good exercise but I think it's a stretch #sarcasm,0,0
TrainSen,1,A lot of people think the job is supposed to get them ready... no.. you are supposed to be readybfor the job! #not a rehab #sarcasm,0,0
TrainSen,1,"@alour more or less my thoughts as well. Still nothing to be upset about though, just an unfortunate situation #sarcasm",0,0
TrainSen,1,A love being wide awake when I've gotta be up in 5 hours. Like why can a never fall straight asleep? #sarcasm,0,0
TrainSen,1,Already can't wait to nap after my 9:00 class tomorrow #sarcasm,0,0
TrainSen,1,"already have a Kiyo to call their own www. It's fun though, I'm not really a Kiyo anyways XD Just makes me laugh is all. #sarcasm",0,0
TrainSen,1,Already modeled a few outfits! Come help with the last one! This time I'm teasing my pussy first to get it good and wet #sarcasm,1,1
TrainSen,1,Already was late to my first class #not suffolk parking sucks so bad #sarcasm,0,0
TrainSen,1,"Alright 8 am is canceled, thanks for telling us #not #sarcasm",0,0
TrainSen,1,"alright who fucked up "".. probably the best thing i just read. thanks keegs #sarcasm",0,1
TrainSen,1,Also convinced that the people above me move all their furniture at night and roll around their apartment in desk chairs. 😒 #sarcasm,0,0
TrainSen,1,Also forgot to change my empty med packet out for the full one. Awesome. #not #sarcasm,0,0
TrainSen,1,"Also, if you didn't call that blown save you aren't a tigers fan. #Not $$$$ #sarcasm",0,0
TrainSen,1,Also I only shaved one leg in the shower & completely forgot about the other so I def have my life together. #sarcasm,1,0
TrainSen,1,Also let's hope she actually leaves them on #yeahright #sarcasm,0,0
TrainSen,1,also making fun of triggers... it's not really funny #sarcasm,0,0
TrainSen,1,ALSO PLEASE STALK ME LMAO #sarcasm,0,0
TrainSen,1,Also that's not really fun stuff at all. Don't become an adult ever pls save yourself. #sarcasm,0,0
TrainSen,1,"Also video editing is fun and not really any difficult, makes me wonder why I didn't pick it up sooner #sarcasm",0,0
TrainSen,1,"Alternative phrases to "" calm your tits "" : - soothe your boobs - hakuna your tatas - give that chest a rest - don't have a rack attack #sarcasm",1,1
TrainSen,1,altogether have 6 hours for work next week #cashflow #not 😃 #sarcasm,0,0
TrainSen,1,@altonbrown @Samthemanimal You'll love it. Taking some friends to the show who missed it the first time around; worth paying again ^^ #sarcasm,0,0
TrainSen,1,"@alvarezblue I'm not arguing that it's a bad question, just that this maybe isn't the best response. #sarcasm",0,0
TrainSen,1,always an accomplishment when you can make it thru a shower with no one turning the light off. 😂 #sarcasm,0,0
TrainSen,1,"Always believe in God, because there are some questions that even Google can't answer. #sarcasm",0,0
TrainSen,1,Always believe in your dreams and don't let anyone stop you from reaching them. #sarcasm,0,0
TrainSen,1,"Always be positive *Trips down the stairs* "" Wow! I got down those stairs fast! "" #sarcasm",1,0
TrainSen,1,Always be yourself. Unless you can be Batman. Then be Batman. #sarcasm,1,0
TrainSen,1,Always envied the kids who showed up to school with their 64 count Crayola crayons. If I wanted Burgundy or Salmon I had to ask in shame. #sarcasm,0,0
TrainSen,1,Always follow your brain. Your heart is stupid as fuck. #sarcasm,1,1
TrainSen,1,Always fun scrunching up my body into a 2x2 foot square-like space until I wake up tomorrow morning. #sarcasm,0,0
TrainSen,1,Always good listening to Greg's BS stories #yeahright #sarcasm,0,0
TrainSen,1,always gotta kill them with kindness 👄 #sarcasm,0,1
TrainSen,1,"always go with the choice that scares you the most, because that's the one that is going to help you grow #sarcasm",0,0
